0,1,2,3,4,5,6,7,8,label
0.15093584,-0.5739465,0.14112088,0.008815967,-0.707446,0.008351939,0.27988067,-0.52633524,0.0,root_crack
-0.07638875,-0.5610607,-0.08625834,0.034365945,-0.661141,0.034317374,1.3945427,-0.52633524,0.0,tooth_chipped_fault
0.45609048,-0.6734612,0.44618866,0.25549978,-0.7741083,0.2580832,-0.5815723,-0.52633524,-1.0,no_fault
0.72385144,0.036486372,0.7164968,0.87294394,0.06778035,0.88654596,0.17748964,0.47366473,-1.0,no_fault
0.3695326,-0.601415,0.35969004,0.22480716,-0.7283192,0.2271562,-0.42462128,-0.52633524,0.0,no_fault
0.25807226,0.11544907,0.25108624,0.3900249,-0.026744748,0.39684114,0.03573441,0.0,0.0,root_crack
0.01897708,0.01639019,0.011292874,-0.43728828,-0.03189899,-0.4413297,-0.75496775,0.0,0.0,eccentricity
0.17039335,-0.5719657,0.16058306,-0.029223297,-0.7116659,-0.030265443,-0.00826849,-0.52633524,0.0,root_crack
0.016014412,0.08162774,0.008729952,-0.4229215,0.043131102,-0.42627966,-0.62813556,0.0,0.0,eccentricity
0.00064057653,1.4182494,0.007848948,0.14497368,1.4302626,0.16306955,0.6370846,0.47366473,0.0,tooth_chipped_fault
0.36264637,0.008178073,0.35504475,0.6399739,-0.024166947,0.6501282,0.85411537,0.47366473,-1.0,root_crack
-0.10625563,-0.57161474,-0.11613239,0.15827926,-0.67764086,0.15984453,1.559895,-0.52633524,0.0,missing_tooth
-0.52102894,2.3935056,-0.495605,-0.7853557,1.2332591,-0.7821053,-1.8061212,0.0,-1.0,surface_fault
0.4746672,1.05706,0.47686362,0.5855271,1.1402454,0.60539156,-0.40254748,0.47366473,0.0,root_crack
-0.41173056,0.46663222,-0.4161544,-0.23427615,0.45108205,-0.23220044,0.0757467,0.0,0.0,missing_tooth
0.4829947,-0.6610966,0.47309932,0.28766173,-0.76865,0.29074672,-0.95409507,-0.52633524,-1.0,no_fault
0.42894605,-0.6620584,0.4190377,0.22725603,-0.77464867,0.22955428,-0.6902987,-0.52633524,-1.0,no_fault
-0.00072064856,0.11278708,-0.0077688564,-0.42488062,0.09432075,-0.4279335,-0.47182024,0.0,0.0,eccentricity
-1.1335001,1.3268344,-1.1278458,-1.43537,2.3840363,-1.4214008,2.469388,0.47366473,-1.0,surface_fault
0.4431188,-0.6756247,0.43321386,0.24399003,-0.77313685,0.24642356,-0.9146339,-0.52633524,-1.0,no_fault
-0.7570013,0.08114452,-0.7644715,-0.6333619,0.16070282,-0.6387993,0.119910754,0.47366473,-1.0,missing_tooth
-0.76805127,1.3029075,-0.7627095,-0.74233705,1.7990108,-0.7300918,-0.62181324,0.47366473,0.0,missing_tooth
-0.33654287,-0.23774739,-0.34551388,-0.009060855,-0.21914065,-0.008351939,-0.0771272,0.0,-1.0,missing_tooth
0.40380344,-0.5740112,0.39404923,0.22260316,-0.68928987,0.2249235,0.20692782,-0.52633524,0.0,no_fault
-0.59581625,-0.65858763,-0.6058907,-0.76723397,-0.73906237,-0.7778053,1.2028831,-0.52633524,-1.0,tooth_chipped_fault
0.2298869,0.21918948,0.22369501,0.36937267,0.059433058,0.37641612,0.21014477,0.0,0.0,root_crack
0.18512662,-0.700303,0.17515968,-0.008897596,-0.78919184,-0.0096750185,0.045646653,-0.52633524,-1.0,root_crack
-0.29658693,0.22729129,-0.3029854,-0.30659974,0.08061437,-0.30827752,0.8668146,0.0,0.0,tooth_chipped_fault
-0.90761685,-0.2952069,-0.91696537,-1.0356312,-0.3818731,-1.0489539,0.31282443,0.0,-1.0,no_fault
0.6021419,1.2860211,0.60749257,0.6087099,0.96490234,0.6268089,-0.98054916,0.47366473,0.0,no_fault
